
******本文件为VBC程序读取桥梁、轨道模态信息的文件，格式与MIDAS软件模态表格样式类似******

     模态号      圆频率                    频率                    周期
        65         3      8.821039E-04      1.058890E-19     -1.311362E-18     -2.455906E-19     -8.494203E-20     -1.266789E-19	
         1         4      0.000000E+00      0.000000E+00      2.057023E-18      0.000000E+00      0.000000E+00      0.000000E+00	
         2         4     -5.399964E-19      1.138495E-06      2.064795E-18     -7.357258E-20     -3.212681E-19      9.930768E-19	
         3         4     -1.260136E-18      2.276910E-06      1.988669E-18      2.051761E-19     -3.776807E-21      7.460134E-19	
         4         4     -1.215867E-18      3.415163E-06      2.072845E-18     -2.016186E-19     -5.356469E-19     -1.118562E-19	
         5         4     -5.774130E-19      4.553175E-06      2.104356E-18      2.198169E-19      3.724777E-19     -4.717955E-19	
         6         4      2.461349E-19      5.690864E-06      2.545681E-18      4.899360E-19      4.954447E-19     -8.333183E-19	
         7         4      8.737044E-19      6.828151E-06      2.880461E-18      3.930874E-19     -4.703404E-19     -5.741617E-19	
         8         4      1.386852E-18      7.964954E-06      3.536837E-18      6.647510E-19      1.053642E-18     -3.276192E-19	
         9         4      1.424236E-18      9.101193E-06      3.976874E-18      4.360931E-19      4.890822E-20     -3.861021E-19	
        10         4      1.805220E-18      1.023679E-05      4.109729E-18      1.840247E-19     -1.429560E-18     -4.782746E-19	
        11         4      2.167742E-18      1.137166E-05      4.615647E-18      4.399924E-19      2.915345E-19      3.341060E-19	
        12         4      1.710899E-18      1.250572E-05      5.425442E-18      5.611715E-19     -1.145807E-19      1.979166E-19	
        13         4      1.504424E-18      1.363891E-05      6.267966E-18      1.337311E-18     -1.542008E-18     -1.209435E-19	
        14         4      1.509940E-18      1.477112E-05      7.284902E-18      1.125320E-18     -9.575176E-20     -6.083895E-20	
        15         4      9.704809E-19      1.590229E-05      7.800672E-18      4.415667E-19     -3.031361E-19      8.889128E-19	
        16         4     -4.872684E-19      1.703233E-05      8.269539E-18      3.332028E-19     -1.348482E-18      2.183724E-18	
        17         4      0.000000E+00      0.000000E+00     -1.888623E-18      0.000000E+00      0.000000E+00      0.000000E+00	
        18         4     -5.855170E-20      1.138495E-06     -1.755015E-18      1.550427E-19     -8.861616E-20      4.680118E-19	
        19         4     -9.314405E-19      2.276910E-06     -2.026276E-18     -4.440919E-19     -6.464682E-19      1.450942E-18	
        20         4     -2.381970E-18      3.415163E-06     -2.361355E-18     -5.546662E-19      4.526408E-19      1.804128E-18	
        21         4     -4.095690E-18      4.553175E-06     -2.967055E-18     -5.007348E-19     -3.612506E-20      2.092100E-18	
        22         4     -6.140390E-18      5.690864E-06     -3.652204E-18     -4.089022E-19     -4.962445E-19      2.240970E-18	
        23         4     -8.778998E-18      6.828151E-06     -3.799895E-18     -9.604153E-20      4.737135E-20      2.580143E-18	
        24         4     -1.169549E-17      7.964954E-06     -3.907624E-18     -1.232710E-19      8.932248E-20      2.781555E-18	
        25         4     -1.466043E-17      9.101193E-06     -3.863480E-18     -6.449282E-20      6.936803E-19      3.296691E-18	
        26         4     -1.797216E-17      1.023679E-05     -4.168303E-18     -4.454218E-20      7.367043E-19      3.456997E-18	
        27         4     -2.180981E-17      1.137166E-05     -4.516347E-18     -5.435254E-20     -2.099603E-20      3.827916E-18	
        28         4     -2.520631E-17      1.250572E-05     -4.882662E-18     -5.039908E-19      5.522324E-19      3.651858E-18	
        29         4     -2.905385E-17      1.363891E-05     -5.555465E-18     -3.388395E-19     -8.596700E-20      4.173344E-18	
        30         4     -3.330773E-17      1.477112E-05     -5.941218E-18     -6.033762E-19     -2.822424E-19      4.626079E-18	
        31         4     -3.737644E-17      1.590229E-05     -6.287907E-18     -6.833837E-19     -1.813095E-19      4.079829E-18	
        32         4     -4.127169E-17      1.703233E-05     -6.970149E-18     -8.285681E-19     -4.957760E-19      3.532697E-18	
        33         4     -4.872684E-19      1.703233E-05      8.269539E-18      3.332028E-19      3.757554E-19      1.248590E-04	
        34         4     -9.296594E-19      1.416902E-04      7.875947E-18      3.565656E-19      3.668000E-19      1.242558E-04	
        35         4     -5.570350E-19      2.651439E-04      7.218501E-18     -6.558758E-20      4.966031E-19      1.224530E-04	
        36         4     -6.311573E-19      3.862023E-04      6.955735E-18     -4.586717E-19      2.345402E-19      1.194691E-04	
        37         4     -2.834430E-19      5.036981E-04      6.670385E-18     -1.662681E-19      2.423702E-19      1.153338E-04	
        38         4     -3.688961E-19      6.164996E-04      6.297176E-18     -7.499704E-19      3.790613E-19      1.100879E-04	
        39         4     -1.164113E-19      7.235206E-04      5.849978E-18     -2.163493E-19      4.020916E-19      1.037824E-04	
        40         4     -2.905622E-19      8.237315E-04      5.554652E-18     -3.715720E-19      3.612206E-19      9.647853E-05	
        41         4     -1.983268E-19      9.161684E-04      5.202039E-18     -3.095451E-19      1.053504E-20      8.824696E-05	
        42         4     -1.534435E-19      9.999426E-04      5.158309E-18     -7.673724E-19     -7.251910E-20      7.916714E-05	
        43         4      3.608078E-19      1.074249E-03      4.896841E-18     -1.078341E-18     -2.180245E-21      6.932658E-05	
        44         4      5.432136E-19      1.138374E-03      4.931627E-18     -1.125533E-18      1.487938E-19      5.882001E-05	
        45         4      1.030318E-18      1.191701E-03      4.714470E-18     -1.422275E-18     -1.442942E-19      4.774848E-05	
        46         4      3.291214E-19      1.233718E-03      4.503306E-18     -8.369244E-19      3.970254E-19      3.621839E-05	
        47         4      2.267437E-19      1.264021E-03      4.450501E-18     -1.420726E-18      1.462991E-19      2.434053E-05	
        48         4     -1.600986E-19      1.282321E-03      4.247727E-18     -9.236723E-19      3.132021E-19      1.222897E-05	
        49         4      1.003306E-19      1.288440E-03      3.819577E-18     -4.709149E-19      3.943333E-19      2.490319E-17	
        50         4      5.059839E-19      1.282321E-03      3.439082E-18     -8.259523E-19      1.607290E-19     -1.222897E-05	
        51         4      8.024880E-19      1.264021E-03      3.129693E-18     -1.528693E-19      2.460124E-19     -2.434053E-05	
        52         4      7.480304E-19      1.233718E-03      2.745375E-18     -9.658478E-19      5.528873E-19     -3.621839E-05	
        53         4      5.197633E-19      1.191701E-03      2.138832E-18     -9.159414E-19      6.053898E-19     -4.774848E-05	
        54         4      2.445710E-19      1.138374E-03      1.422432E-18     -1.442899E-18      5.784200E-19     -5.882001E-05	
        55         4     -1.437752E-19      1.074249E-03      5.414980E-19     -1.470749E-18      7.614885E-19     -6.932658E-05	
        56         4      2.424895E-19      9.999426E-04      5.552973E-20     -1.131347E-18      4.612200E-19     -7.916714E-05	
        57         4      6.117267E-20      9.161684E-04     -6.886273E-19     -1.085612E-18      6.992597E-19     -8.824696E-05	
        58         4     -7.876756E-20      8.237315E-04     -1.202508E-18     -9.166435E-19      5.383931E-19     -9.647853E-05	
        59         4     -2.944433E-19      7.235206E-04     -1.706559E-18     -1.099392E-18      5.656352E-19     -1.037824E-04	
        60         4     -3.862936E-19      6.164996E-04     -2.573169E-18     -1.074828E-18      9.489938E-19     -1.100879E-04	
        61         4     -3.028526E-19      5.036981E-04     -3.508955E-18     -9.873232E-19      9.326523E-19     -1.153338E-04	
        62         4     -9.456500E-19      3.862023E-04     -4.283869E-18     -1.178282E-18      7.439513E-19     -1.194691E-04	
        63         4      3.165649E-20      2.651439E-04     -5.106200E-18     -8.900558E-19      7.517454E-19     -1.224530E-04	
        64         4      1.595796E-19      1.416902E-04     -5.906287E-18     -8.728180E-19      7.710030E-19     -1.242558E-04	
        65         4      3.489101E-19      1.703233E-05     -6.970149E-18     -8.285681E-19      9.927579E-19     -1.248590E-04	
         1         5      0.000000E+00      0.000000E+00     -3.027290E-10      0.000000E+00      0.000000E+00      0.000000E+00	
         2         5     -1.347070E-19      1.693406E-20      4.642479E-06      9.181326E-06     -6.125798E-19      2.412534E-21	
         3         5      1.305567E-19     -1.233933E-20      1.815377E-05      1.773692E-05     -8.154146E-19     -6.215375E-19	
         4         5      6.829541E-19     -3.388254E-20      3.990762E-05      2.566644E-05     -9.324807E-19     -5.235456E-19	
         5         5      1.095796E-18     -1.311704E-19      6.927804E-05      3.297015E-05     -1.689395E-19     -4.561848E-19	
         6         5      1.562414E-18     -1.982910E-19      1.056397E-04      3.964918E-05      9.489823E-19     -3.895591E-19	
         7         5      1.939702E-18     -1.493542E-19      1.483689E-04      4.570575E-05      1.815563E-18     -2.706593E-19	
         8         5      2.290882E-18     -2.697296E-19      1.968448E-04      5.114336E-05      1.832741E-18     -3.304394E-19	
         9         5      2.389280E-18     -5.222659E-19      2.504510E-04      5.596703E-05      5.891204E-19     -3.102894E-19	
        10         5      2.692206E-18     -8.654431E-19      3.085765E-04      6.018344E-05     -4.547995E-19     -5.678758E-20	
        11         5      2.784076E-18     -9.604567E-19      3.706182E-04      6.380106E-05     -1.249098E-18      4.897431E-20	
        12         5      2.275818E-18     -8.864033E-19      4.359825E-04      6.683034E-05     -1.417443E-18      7.271500E-19	
        13         5      1.712976E-18     -7.224105E-19      5.040869E-04      6.928378E-05     -6.795841E-19      5.180274E-19	
        14         5      1.182136E-18     -6.867629E-19      5.743629E-04      7.117603E-05      3.897575E-19      4.871091E-19	
        15         5     -1.049801E-19     -8.360168E-19      6.462575E-04      7.252397E-05      1.320517E-18      9.312261E-19	
        16         5     -7.968519E-19     -1.073654E-18      7.192358E-04      7.334680E-05      1.724673E-18      5.636801E-19	
        17         5      0.000000E+00      0.000000E+00     -3.027290E-10      0.000000E+00      0.000000E+00      0.000000E+00	
        18         5      1.891720E-19     -9.660543E-20      4.642479E-06      9.181326E-06     -1.373903E-18     -4.865849E-19	
        19         5      7.664619E-19     -2.780063E-19      1.815377E-05      1.773692E-05     -2.337064E-18     -8.689767E-19	
        20         5      1.715373E-18     -3.793170E-19      3.990762E-05      2.566644E-05     -2.201843E-18     -1.260745E-18	
        21         5      3.070531E-18     -4.471537E-19      6.927804E-05      3.297015E-05     -5.132820E-19     -1.529899E-18	
        22         5      4.529081E-18     -6.000418E-19      1.056397E-04      3.964918E-05      1.093999E-18     -1.344395E-18	
        23         5      5.857404E-18     -6.916293E-19      1.483689E-04      4.570575E-05      2.101433E-18     -1.297654E-18	
        24         5      7.371609E-18     -7.845099E-19      1.968448E-04      5.114336E-05      1.811133E-18     -1.878634E-18	
        25         5      9.570964E-18     -9.439902E-19      2.504510E-04      5.596703E-05      1.017676E-19     -2.253718E-18	
        26         5      1.187785E-17     -1.172793E-18      3.085765E-04      6.018344E-05     -1.835047E-18     -2.114610E-18	
        27         5      1.392268E-17     -1.453324E-18      3.706182E-04      6.380106E-05     -3.676433E-18     -2.088302E-18	
        28         5      1.600501E-17     -1.447444E-18      4.359825E-04      6.683034E-05     -4.064117E-18     -2.230388E-18	
        29         5      1.841774E-17     -1.286142E-18      5.040869E-04      6.928378E-05     -3.062726E-18     -2.461571E-18	
        30         5      2.067271E-17     -1.210602E-18      5.743629E-04      7.117603E-05     -1.094589E-18     -2.218269E-18	
        31         5      2.276913E-17     -1.290273E-18      6.462575E-04      7.252397E-05      5.816308E-19     -1.816970E-18	
        32         5      2.449491E-17     -1.400847E-18      7.192358E-04      7.334680E-05      1.250657E-18     -1.658690E-18	
        33         5     -7.968519E-19     -1.073654E-18      7.192358E-04      7.334680E-05     -1.504600E-05     -1.651537E-18	
